name,region
석산초등학교,경상남도
서상초등학교,경상남도
성화초등학교,충청북도
원당초등학교,충청남도
서울흑석초등학교,서울특별시
화랑초등학교,부산광역시
부곡중앙초등학교,경기도
형남초등학교,경상북도
봉양초등학교,강원특별자치도
회화초등학교,경상남도
일산초등학교,강원특별자치도
송라초등학교,경기도
홍산초등학교,충청남도
복흥초등학교,전북특별자치도
대구월암초등학교,대구광역시
근흥초등학교,충청남도
의신초등학교모도분교장,전라남도
삼호서초등학교,전라남도
서울대치초등학교,서울특별시
동화초등학교,경기도
대구수성초등학교,대구광역시
남대구초등학교,대구광역시
광양칠성초등학교,전라남도
서울신양초등학교,서울특별시
여수진남초등학교,전라남도
서울포이초등학교,서울특별시
과천초등학교,경기도
절영초등학교,부산광역시
율천초등학교,경상남도
서울혜화초등학교,서울특별시
미암초등학교,전라남도
청명초등학교,경기도
예미초등학교운치분교장,강원특별자치도
고양한내초등학교,경기도
서울유현초등학교,서울특별시
백전초등학교,경상남도
대호초등학교,경기도
희성초등학교,경기도
서울상원초등학교,서울특별시
이원초등학교,충청남도
신곡초등학교,부산광역시
세천초등학교,대전광역시
금당초등학교,충청남도
화명초등학교,부산광역시
여수서초등학교,전라남도
신양초등학교,경상남도
소정초등학교,세종특별자치시
군문초등학교,경기도
창오초등학교,전북특별자치도
대전비래초등학교,대전광역시
진동초등학교,경상남도
전주완산초등학교,전북특별자치도
근덕초등학교,강원특별자치도
광명광성초등학교,경기도
성안초등학교,울산광역시
합천초등학교,충청남도
대구동문초등학교,대구광역시
일광초등학교,부산광역시
춘천삼육초등학교,강원특별자치도
양도초등학교,인천광역시
서해초등학교,경기도
계룡대실초등학교,충청남도
고산초등학교,제주특별자치도
인천송일초등학교,인천광역시
인천만월초등학교,인천광역시
대구태전초등학교,대구광역시
남산초등학교,부산광역시
서울송례초등학교,서울특별시
반안초등학교,부산광역시
대구봉무초등학교,대구광역시
대구동촌초등학교,대구광역시
대구효동초등학교,대구광역시
제석초등학교,경상남도
산양초등학교풍화분교장,경상남도
상명대학교사범대학부속초등학교,서울특별시
삼도초등학교,광주광역시
남외초등학교,울산광역시
대구내서초등학교,대구광역시
유림초등학교,경상남도
호계초등학교,경기도
조치원교동초등학교,세종특별자치시
모아초등학교,경상북도
대구칠곡초등학교,대구광역시
봉래초등학교,강원특별자치도
서울가원초등학교,서울특별시
인천성리초등학교,인천광역시
양구초등학교,강원특별자치도
서진초등학교,경상남도
무주초등학교,전북특별자치도
거성초등학교,강원특별자치도
운산초등학교,부산광역시
용호초등학교,부산광역시
대구불로초등학교,대구광역시
북삼초등학교,강원특별자치도
군포신기초등학교,경기도
서울면동초등학교,서울특별시
병곡초등학교,경상남도
옥동초등학교,강원특별자치도
안강초등학교,경상북도
울산중앙초등학교,울산광역시
시흥장현초등학교,경기도
인천청호초등학교,인천광역시
복수초등학교,충청남도
서울원촌초등학교,서울특별시
대구태암초등학교,대구광역시
신탄진용정초등학교,대전광역시
대구서촌초등학교,대구광역시
인천한빛초등학교,인천광역시
시흥은행초등학교,경기도
청해초등학교,전라남도
송지초등학교,전라남도
서울한남초등학교,서울특별시
명산초등학교,울산광역시
별가람초등학교,경기도
서울명신초등학교,서울특별시
도산초등학교,광주광역시
서울서원초등학교,서울특별시
모충초등학교,충청북도
연지초등학교,부산광역시
애월초등학교,제주특별자치도
서울신곡초등학교,서울특별시
조산초등학교,강원특별자치도
대구구암초등학교,대구광역시
하안초등학교,경기도
대구북부초등학교,대구광역시
서울잠실초등학교,서울특별시
장흥초등학교,강원특별자치도
안성초등학교,경기도
영천초등학교,경상북도
서운초등학교,경기도
서울불광초등학교,서울특별시
죽성초등학교,부산광역시
대구용호초등학교,대구광역시
서울잠일초등학교,서울특별시
혜화초등학교,부산광역시
연신초등학교,부산광역시
인천부평동초등학교,인천광역시
동곡초등학교,광주광역시
원북초등학교,충청남도
가덕초등학교,충청북도
김천부곡초등학교,경상북도
연제초등학교,부산광역시
인구초등학교,강원특별자치도
고암초등학교,경상남도
대구두류초등학교,대구광역시
광주용산초등학교,광주광역시
서울독립문초등학교,서울특별시
괘릉초등학교,경상북도
대구경운초등학교,대구광역시
안녕초등학교,경기도
서울신내초등학교,서울특별시
서울중곡초등학교,서울특별시
마차초등학교,강원특별자치도
서울전농초등학교,서울특별시
대구동신초등학교,대구광역시
대구중리초등학교,대구광역시
장평초등학교,강원특별자치도
서울공진초등학교,서울특별시
서울영화초등학교,서울특별시
안양관악초등학교,경기도
대술초등학교,충청남도
벽방초등학교,경상남도
대구대곡초등학교,대구광역시
서울자곡초등학교,서울특별시
대구매천초등학교,대구광역시
대구남명초등학교,대구광역시
예산중앙초등학교,충청남도
철산초등학교,경기도
일도초등학교,제주특별자치도
성읍초등학교,제주특별자치도
태흥초등학교,제주특별자치도
서울논현초등학교,서울특별시
대구수창초등학교,대구광역시
서울구룡초등학교,서울특별시
학하초등학교,대전광역시
유촌초등학교,광주광역시
부민초등학교,부산광역시
한국교원대학교부설월곡초등학교,충청북도
동산초등학교,경상북도
명문초등학교,부산광역시
청솔초등학교,울산광역시
신촌초등학교,제주특별자치도
대구옥산초등학교,대구광역시
서울가주초등학교,서울특별시
상일초등학교,경상남도
입암초등학교,경상북도
금광초등학교조령분교장,경기도
내혜홀초등학교,경기도
반곡초등학교,세종특별자치시
신동초등학교,강원특별자치도
송정서초등학교,광주광역시
대전흥룡초등학교,대전광역시
응봉초등학교,충청남도
하안북초등학교,경기도
동화초등학교,강원특별자치도
구봉초등학교,경상남도
연곡초등학교,경기도
솔빛초등학교,세종특별자치시
진례초등학교,경상남도
반곡초등학교,강원특별자치도
서울위례솔초등학교,서울특별시
화정남초등학교,광주광역시
소래초등학교,경기도
간성초등학교,강원특별자치도
모산초등학교,강원특별자치도
가조초등학교,경상남도
대구하빈초등학교,대구광역시
대구효목초등학교,대구광역시
오산고현초등학교,경기도
서울신성초등학교,서울특별시
서울마천초등학교,서울특별시
삼방초등학교,경상남도
대구달서초등학교,대구광역시
동명초등학교,강원특별자치도
남이초등학교,충청북도
대구대실초등학교,대구광역시
송정중앙초등학교,광주광역시
묘장초등학교,강원특별자치도
서울장평초등학교,서울특별시
대구관남초등학교,대구광역시
신명초등학교,경상남도
길상초등학교,인천광역시
반산초등학교,부산광역시
수동초등학교,경상남도
낙민초등학교,부산광역시
상사초등학교,전라남도
안양중앙초등학교,경기도
서울오금초등학교,서울특별시
내황초등학교,울산광역시
광명북초등학교,경기도
광명서초등학교,경기도
광주대성초등학교,광주광역시
신촌초등학교,부산광역시
인천신현초등학교,인천광역시
서울오륜초등학교,서울특별시
서울개명초등학교,서울특별시
서울신강초등학교,서울특별시
서울가산초등학교,서울특별시
도학초등학교,강원특별자치도
서울원묵초등학교,서울특별시
동대전초등학교,대전광역시
대전둔원초등학교,대전광역시
나루초등학교,세종특별자치시
대구대천초등학교,대구광역시
구산초등학교,경상남도
김해구지초등학교,경상남도
군산금광초등학교,전북특별자치도
장마초등학교,경상남도
서울대곡초등학교,서울특별시
서울정곡초등학교,서울특별시
용성초등학교,경상북도
대구침산초등학교,대구광역시
서울안천초등학교,서울특별시
속사초등학교,강원특별자치도
서울대진초등학교,서울특별시
여수종고초등학교,전라남도
서석초등학교,강원특별자치도
대진초등학교,경상남도
동궁초등학교,부산광역시
북면초등학교,경상남도
동해중앙초등학교,강원특별자치도
남목초등학교,울산광역시
청완초등학교,전북특별자치도
대구대청초등학교,대구광역시
호계초등학교,경상남도
인천청람초등학교,인천광역시
대전동광초등학교,대전광역시
일동초등학교,광주광역시
진정초등학교,경상남도
정선초등학교,강원특별자치도
동명초등학교,대전광역시
서생초등학교,울산광역시
서울영도초등학교,서울특별시
매산초등학교,울산광역시
대구학정초등학교,대구광역시
와룡초등학교,경상북도
임곡초등학교,광주광역시
교동초등학교,부산광역시
성저초등학교,경기도
북성초등학교,경상남도
서울월촌초등학교,서울특별시
서울신길초등학교,서울특별시
대구매곡초등학교,대구광역시
문촌초등학교,경기도
연미초등학교,부산광역시
창신초등학교,부산광역시
서울은정초등학교,서울특별시
거제상동초등학교,경상남도
용인한빛초등학교,경기도
달산초등학교,부산광역시
삼산초등학교,인천광역시
노음초등학교,경상북도
저청초등학교,제주특별자치도
서울미래초등학교,서울특별시
대구죽곡초등학교,대구광역시
서울연촌초등학교,서울특별시
덕계초등학교,경상남도
녹수초등학교,울산광역시
서울가동초등학교,서울특별시
주례초등학교,부산광역시
선창초등학교,광주광역시
화정초등학교,부산광역시
성천초등학교,부산광역시
일산초등학교,경기도
동송초등학교,강원특별자치도
도산초등학교,울산광역시
덕송초등학교,대전광역시
서벽초등학교,경상북도
하안남초등학교,경기도
주엽초등학교,경기도
노안남초등학교,전라남도
대전봉명초등학교,대전광역시
금일동초등학교,전라남도
대구유가초등학교,대구광역시
주전초등학교,울산광역시
대구서변초등학교,대구광역시
함월초등학교,울산광역시
대성동초등학교,경기도
천상초등학교,울산광역시
청량초등학교,울산광역시
우정초등학교,울산광역시
산동초등학교,경상남도
대구비슬초등학교,대구광역시
문수초등학교,울산광역시
삼계초등학교,경상남도
일산초등학교,울산광역시
송진초등학교,경상남도
노진초등학교,경기도
주원초등학교,경기도
대구신암초등학교,대구광역시
선암초등학교,부산광역시
양성초등학교,부산광역시
한솔초등학교,세종특별자치시
서울우장초등학교,서울특별시
일산은행초등학교,경기도
남면초등학교양덕분교장,경기도
격동초등학교,울산광역시
명덕초등학교,울산광역시
하원초등학교,제주특별자치도
충주용산초등학교,충청북도
수정초등학교,부산광역시
운담초등학교,경기도
덕산초등학교,경상남도
대구경진초등학교,대구광역시
장림초등학교,부산광역시
백신초등학교,경기도
양정초등학교,부산광역시
대구용산초등학교,대구광역시
대구죽전초등학교,대구광역시
화진초등학교,울산광역시
한빛초등학교,경기도
대구파동초등학교,대구광역시
온정초등학교,경상북도
기성초등학교,경상북도
서울신방학초등학교,서울특별시
부구초등학교,경상북도
동항초등학교,부산광역시
다전초등학교,울산광역시
금계초등학교,경기도
소천초등학교,경상북도
학성초등학교,울산광역시
대구월곡초등학교,대구광역시
은빛초등학교,광주광역시
서울신상계초등학교,서울특별시
대구노전초등학교,대구광역시
서울교육대학교부설초등학교,서울특별시
대구명곡초등학교,대구광역시
성사초등학교,경기도
거제초등학교,경상남도
장생포초등학교,울산광역시
중곡초등학교,경상남도
삼산초등학교,전라남도
서울잠전초등학교,서울특별시
신기초등학교,경상북도
대전금동초등학교,대전광역시
인천백석초등학교,인천광역시
인천인동초등학교,인천광역시
삼남초등학교,울산광역시
인평초등학교,경상남도
나성초등학교,세종특별자치시
대구남송초등학교,대구광역시
고양관산초등학교,경기도
물야초등학교,경상북도
이화여자대학교사범대학부속초등학교,서울특별시
남양주동곡초등학교,경기도
하늘초등학교,경기도
용연초등학교,울산광역시
굴화초등학교,울산광역시
태종대초등학교,부산광역시
사남초등학교,부산광역시
은하수초등학교,경상남도
대구화동초등학교,대구광역시
다솜초등학교,경기도
언양초등학교,울산광역시
덕계초등학교,경기도
청암초등학교,경기도
동암초등학교,경기도
동오초등학교,경기도
강내초등학교,충청북도
낙민초등학교,경기도
냉천초등학교,경기도
고양백석초등학교,경기도
대구대산초등학교,대구광역시
용신초등학교,경기도
남양주송촌초등학교,경기도
토당초등학교,경기도
금남초등학교,경기도
원흥초등학교,경기도
왜관동부초등학교,경상북도
죽변초등학교,경상북도
남강초등학교,경상남도
저동초등학교,경기도
광사초등학교,경기도
대구관음초등학교,대구광역시
대구이곡초등학교,대구광역시
대구성곡초등학교,대구광역시
동명초등학교,경상북도
동두천송내초등학교,경기도
대곡초등학교,경기도
흑산초등학교홍도분교장,전라남도
청운초등학교,경기도
장파초등학교,경기도
상탄초등학교,경기도
신천초등학교,경기도
서울개웅초등학교,서울특별시
삼정자초등학교,경상남도
포천초등학교,경기도
평해초등학교,경상북도
동천초등학교,울산광역시
성동초등학교,부산광역시
석포초등학교,경상북도
재산초등학교,경상북도
자유초등학교,경기도
광양제철초등학교,전라남도
영화초등학교,울산광역시
서울개봉초등학교,서울특별시
대구동산초등학교,대구광역시
풍산초등학교,경기도
외북초등학교,경기도
시흥도원초등학교,경기도
서울대학교사범대학부설초등학교,서울특별시
울진초등학교,경상북도
송학초등학교,광주광역시
신촌초등학교,경기도
손곡초등학교,경기도
마지초등학교,경기도
풍양초등학교,경기도
정교초등학교,경기도
삼덕초등학교,경기도
여울초등학교,경기도
매화초등학교,경상북도
파주송화초등학교,경기도
고양초등학교,경기도
원중초등학교,경기도
가온초등학교,경기도
문막초등학교,강원특별자치도
태안초등학교,충청남도
고양화수초등학교,경기도
갈현초등학교,경기도
검산초등학교,경기도
송포초등학교,경기도
백양초등학교,경기도
인천가원초등학교,인천광역시
파주대원초등학교,경기도
장현초등학교,경기도
농서초등학교,울산광역시
대구종로초등학교,대구광역시
대구신당초등학교,대구광역시
대구용전초등학교,대구광역시
덕도초등학교,경기도
금호초등학교,광주광역시
하남중앙초등학교,광주광역시
오륙도초등학교,부산광역시
후포동부초등학교,경상북도
봉덕초등학교,경상남도
동광초등학교,서울특별시
서선초등학교,경상북도
담양동초등학교,전라남도
인천양촌초등학교,인천광역시
답내초등학교,경기도
창신초등학교,경기도
고양신일초등학교,경기도
서울염경초등학교,서울특별시
이곡초등학교,경기도
이동초등학교,경기도
중산초등학교,경기도
남양주미금초등학교,경기도
남양주송라초등학교,경기도
적암초등학교,경기도
나룰초등학교,경기도
두일초등학교,경기도
웅담초등학교,경기도
새금초등학교,경기도
원당초등학교,경기도
장내초등학교,경기도
백송초등학교,경기도
신북초등학교,경기도
가양초등학교,경기도
후포초등학교,경상북도
문원초등학교,경기도
대구삼덕초등학교,대구광역시
대구산격초등학교,대구광역시
금신초등학교,경기도
소요초등학교,경기도
도산초등학교,경상남도
인천효성서초등학교,인천광역시
화성화수초등학교,경기도
샘모루초등학교,경기도
고양화정초등학교,경기도
파주와동초등학교,경기도
한수초등학교,경기도
구룡초등학교,경기도
송추초등학교,경기도
효촌초등학교,경기도
암태초등학교,전라남도
삼신초등학교,울산광역시
가곡초등학교,경기도
고봉초등학교,경기도
인천후정초등학교,인천광역시
솔개초등학교,경기도
명호초등학교,경상북도
모당초등학교,경기도
한뫼초등학교,경기도
회천초등학교,경기도
송우초등학교,경기도
강선초등학교,경기도
금촌초등학교,경기도
도촌초등학교,경상북도
문화초등학교,경기도
교하초등학교,경기도
양일초등학교,경기도
벽제초등학교,경기도
용두초등학교,경기도
장기초등학교모포분교장,경상북도
장천초등학교,전라남도
서탄초등학교,경기도
능안초등학교,경기도
덕암초등학교,경기도
인평초등학교,경상북도
한산초등학교,경기도
신복초등학교,울산광역시
가운초등학교,경기도
삼정초등학교,울산광역시
화잠초등학교,부산광역시
고양용현초등학교,경기도
덕이초등학교,경기도
해솔초등학교,경기도
가좌초등학교,경기도
능곡초등학교,경기도
안곡초등학교,경기도
삼근초등학교,경상북도
금릉초등학교,경기도
도수초등학교,경기도
비산초등학교,경기도
덕천초등학교,경기도
만송초등학교,경기도
수원초등학교,제주특별자치도
파평초등학교,경기도
대구초등학교,대구광역시
장자초등학교,경기도
가음초등학교,경상북도
조현초등학교,경기도
금향초등학교,경기도
목암초등학교,경기도
심학초등학교,경기도
연풍초등학교,경기도
한가람초등학교,경기도
구지초등학교,경기도
유영초등학교,경상남도
금교초등학교,경기도
지현초등학교,경기도
대화초등학교,경기도
아람초등학교,경기도
인천삼목초등학교,인천광역시
화산초등학교,경기도
법전중앙초등학교,경상북도
봉성초등학교,경상북도
남양주신촌초등학교,경기도
남양주양지초등학교,경기도
남양주월문초등학교,경기도
내양초등학교,경기도
담양남초등학교,전라남도
남면초등학교,경기도
성신초등학교,경기도
인창초등학교,경기도
가람초등학교,경기도
도마산초등학교,경기도
무원초등학교,경기도
창수초등학교,경기도
금화초등학교,경기도
장촌초등학교,경기도
학산초등학교,전라남도
인천논곡초등학교,인천광역시
용원초등학교,경상남도
청천초등학교,전라남도
옥산초등학교,전북특별자치도
신능초등학교,경기도
문산초등학교,경기도
주양초등학교,부산광역시
개운초등학교,울산광역시
수택초등학교,경기도
마정초등학교,경기도
동양초등학교,경상북도
조안초등학교,경기도
약수초등학교,전라남도
행남초등학교,경기도
인천영선초등학교,인천광역시
대구들안길초등학교,대구광역시
지석초등학교,경기도
진안초등학교,전북특별자치도
흥해서부초등학교,경상북도
흥해남산초등학교,경상북도
화봉초등학교,경기도
반송초등학교,경상남도
백마초등학교,경기도
안산대월초등학교,경기도
광숭초등학교,경기도
태봉초등학교,경기도
남양주백봉초등학교,경기도
봉일천초등학교,경기도
안중초등학교,경기도
왕방초등학교,경기도
남양주금곡초등학교,경기도
용문초등학교,경상북도
정발초등학교,경기도
관양초등학교,경기도
석곶초등학교,경기도
증약초등학교,충청북도
민락초등학교,경기도
중동초등학교,전라남도
원당초등학교,충청북도
용산초등학교,전라남도
남계초등학교,경상북도
한려초등학교,경상남도
옥룡초등학교,전라남도
창수초등학교인천분교장,경상북도
남양주덕송초등학교,경기도
서울염리초등학교,서울특별시
오동초등학교,경기도
오마초등학교,경기도
군동초등학교,전라남도
인천갈월초등학교,인천광역시
영산포초등학교,전라남도
내촌초등학교,경기도
태장초등학교,경기도
곡선초등학교,경기도
추산초등학교,경기도
축석초등학교,경기도
성라초등학교,경기도
보라초등학교,경기도
동삼초등학교,부산광역시
상운초등학교,경상북도
성황초등학교,전라남도
구리초등학교,경기도
황룡초등학교,경기도
문시초등학교,경기도
능동초등학교,경기도
행신초등학교,경기도
와석초등학교,경기도
성석초등학교,경기도
적서초등학교,경기도
청계초등학교,전라남도
지도초등학교,경기도
각골초등학교,경기도
하천초등학교,경상남도
송양초등학교,경기도
신산초등학교,경기도
은봉초등학교,경기도
동두천초등학교,경기도
창동초등학교,경상남도
성암초등학교,충청북도
율동초등학교,경기도
장성초등학교,경기도
보산초등학교,경기도
지산초등학교,경기도
조원초등학교,경기도
군내초등학교,경기도
광릉초등학교,경기도
문발초등학교,경기도
동보초등학교,경기도
관문초등학교,경기도
율량초등학교,충청북도
이수초등학교,충청북도
곡정초등학교,경기도
봉산초등학교,전라남도
일동초등학교,경기도
현산초등학교,경기도
천현초등학교,경기도
서울금천초등학교,서울특별시
인천석천초등학교,인천광역시
교문초등학교,경기도
발곡초등학교,경기도
신지초등학교,경기도
안내초등학교,충청북도
청옥초등학교,경기도
행정초등학교,충청북도
풍동초등학교,경기도
화현초등학교,경기도
통일초등학교,경기도
서울윤중초등학교,서울특별시
청림초등학교,경상북도
화성초등학교,경기도
가회초등학교,경상남도
호평초등학교,경기도
장승초등학교,경기도
임진초등학교,경기도
고현초등학교,경기도
용인심곡초등학교,경기도
남신초등학교,충청북도
포항장흥초등학교,경상북도
건원초등학교,경기도
예당초등학교,전라남도
배양초등학교,경기도
대전동서초등학교,대전광역시
서울중계초등학교,서울특별시
인천송림초등학교,인천광역시
충주성남초등학교,충청북도
초계초등학교,경상남도
화접초등학교,경기도
남양주도곡초등학교,경기도
솔빛초등학교,경기도
장야초등학교,충청북도
매홀초등학교,경기도
인천왕길초등학교,인천광역시
아산초등학교,전라남도
산이서초등학교,전라남도
문산동초등학교,경기도
평택초등학교,경기도
대양초등학교,경상남도
인천갈산초등학교,인천광역시
청석초등학교,경기도
용정초등학교,경기도
지곡초등학교,경기도
양주덕현초등학교,경기도
죽전초등학교,경기도
청천초등학교,충청북도
삼성초등학교,경기도
청성초등학교,충청북도
화중초등학교,경기도
서울방현초등학교,서울특별시
탄현초등학교,경기도
고림초등학교,경기도
서울중현초등학교,서울특별시
고잔초등학교,경기도
부구초등학교삼당분교장,경상북도
평동초등학교,경기도
산포초등학교,전라남도
장곡초등학교,경기도
관산남초등학교,전라남도
모현초등학교,경기도
장성중앙초등학교,전라남도
소양서초등학교,전북특별자치도
송북초등학교,경기도
매곡초등학교,충청북도
해원초등학교,부산광역시
무정초등학교,부산광역시
한솔초등학교,충청북도
홍농서초등학교,전라남도
일로동초등학교,전라남도
서울용동초등학교,서울특별시
남후초등학교,경상북도
서원초등학교,경기도
수한초등학교,충청북도
가경초등학교,충청북도
창포초등학교,경상북도
승학초등학교,부산광역시
신남초등학교,부산광역시
경화초등학교,경상남도
일로초등학교청망분교장,전라남도
장동초등학교,전라남도
오포초등학교,경기도
팽성초등학교,경기도
인천부개서초등학교,인천광역시
평일초등학교,경기도
일로초등학교,전라남도
대보초등학교,경상북도
서울자운초등학교,서울특별시
서울신당초등학교,서울특별시
지례초등학교부항분교장,경상북도
인천도화초등학교,인천광역시
토월초등학교,경상남도
포항동부초등학교,경상북도
판곡초등학교,경기도
동면초등학교,전라남도
대룡초등학교,경상북도
의성북부초등학교,경상북도
수동초등학교,경기도
진건초등학교,경기도
파양초등학교,경기도
구정초등학교,충청북도
원황초등학교,경상북도
용암초등학교,경상북도
고흥동초등학교,전라남도
충렬초등학교,경상남도
구례중앙초등학교,전라남도
인천용유초등학교,인천광역시
경주초등학교,경상북도
심석초등학교,경기도
나산초등학교,경상북도
내가초등학교,인천광역시
봉강초등학교,전라남도
한일초등학교,경기도
서울중평초등학교,서울특별시
인덕초등학교,경상북도
부용초등학교,경기도
운광초등학교,경기도
서울신용산초등학교,서울특별시
양오초등학교,경기도
평택중앙초등학교,경기도
인천용정초등학교,인천광역시
도이초등학교,경기도
인천진산초등학교,인천광역시
달천초등학교매현분교장,충청북도
장곡초등학교,경상북도
금산초등학교,전라남도
하례초등학교,제주특별자치도
홍광초등학교,충청북도
동주초등학교,충청북도
필봉초등학교,경기도
안산화정초등학교,경기도
안양초등학교,전라남도
이양초등학교,전라남도
안청초등학교,경상남도
개원초등학교,부산광역시
평택안일초등학교,경기도
죽향초등학교,충청북도
고정초등학교,경기도
구봉초등학교,경기도
가북초등학교,경상남도
해남동초등학교,전라남도
평택영신초등학교,경기도
용흥초등학교,경상북도
이리팔봉초등학교,전북특별자치도
원당초등학교,강원특별자치도
반지초등학교,경기도
대구유천초등학교,대구광역시
양영초등학교,경기도
반남초등학교,전라남도
본원초등학교,경기도
동구초등학교,경기도
인천용현초등학교,인천광역시
용수초등학교,부산광역시
서울강서초등학교,서울특별시
남성초등학교,경상북도
불갑초등학교,전라남도
인천능내초등학교,인천광역시
소이초등학교,충청북도
도산초등학교,경상북도
당촌초등학교,경기도
한마음초등학교,제주특별자치도
현촌초등학교,경기도
구산초등학교구서분교장,경상남도
대길초등학교,충청북도
인천신대초등학교,인천광역시
인천약산초등학교,인천광역시
녹양초등학교,경기도
신녕초등학교,경상북도
위량초등학교,경상북도
북일초등학교,전라남도
교동초등학교,충청북도
석성초등학교,경기도
송학초등학교,충청북도
서경초등학교,경기도
인천은봉초등학교,인천광역시
신호초등학교,부산광역시
인천남촌초등학교,인천광역시
하장초등학교,강원특별자치도
동광초등학교,충청북도
화서초등학교,경기도
청안초등학교,충청북도
성지초등학교,경기도
토지초등학교,전라남도
영덕야성초등학교,경상북도
갈곶초등학교,경기도
인월초등학교,전북특별자치도
서울광남초등학교,서울특별시
인천개흥초등학교,인천광역시
덕산초등학교,경상북도
용강초등학교,경상북도
북평초등학교,강원특별자치도
대구지묘초등학교,대구광역시
관산초등학교,경기도
인천봉수초등학교,인천광역시
수봉초등학교,충청북도
노안초등학교,전라남도
화목초등학교,경상북도
양평단월초등학교,경기도
송일초등학교,경기도
인천부내초등학교,인천광역시
운남초등학교,전라남도
동명초등학교,부산광역시
죽도초등학교,경상북도
대송초등학교,경상북도
세교초등학교,경기도
남양초등학교,경상남도
솔뫼초등학교,경기도
죽리초등학교,충청북도
나주중앙초등학교,전라남도
구성초등학교,경기도
서울면일초등학교,서울특별시
죽천초등학교,경상북도
달천초등학교,충청북도
남천초등학교,충청북도
죽림초등학교,경상남도
평택지산초등학교,경기도
화당초등학교,충청북도
의정부중앙초등학교,경기도
구운초등학교,경상북도
영도초등학교,부산광역시
상승초등학교,강원특별자치도
진위초등학교산대분교장,경기도
광주봉주초등학교,광주광역시
감천초등학교,경상북도
원동초등학교,경기도
축산항초등학교,경상북도
용남초등학교,경상남도
서울신답초등학교,서울특별시
서울원당초등학교,서울특별시
옥산초등학교,경상북도
부산알로이시오초등학교,부산광역시
청리초등학교,경상북도
화순오성초등학교,전라남도
청도중앙초등학교,경상북도
상주동부초등학교,경상북도
기산초등학교,경기도
인천연성초등학교,인천광역시
포항송도초등학교,경상북도
서울송화초등학교,서울특별시
중앙초등학교,충청북도
용연초등학교,경기도
천일초등학교,경기도
양남초등학교,경상북도
합일초등학교,인천광역시
송전초등학교,경기도
부양초등학교,경기도
제천덕산초등학교,충청북도
주덕초등학교,충청북도
일신초등학교,광주광역시
능실초등학교,경기도
동막초등학교,경기도
서울면남초등학교,서울특별시
건천초등학교,경상북도
안산원곡초등학교,경기도
중원초등학교,경기도
천마초등학교,경기도
고성초등학교,전라남도
외궁초등학교,전북특별자치도
화북초등학교용화분교장,경상북도
충주대림초등학교,충청북도
대전수정초등학교,대전광역시
유덕초등학교,광주광역시
인천동부초등학교,인천광역시
황곡초등학교,경기도
압해서초등학교,전라남도
대구성산초등학교,대구광역시
진전초등학교,경상남도
두학초등학교,충청북도
순천조례초등학교,전라남도
문수초등학교,경상북도
서울난향초등학교,서울특별시
학림초등학교,경상북도
효자초등학교,경기도
오동초등학교,전북특별자치도
인천동수초등학교,인천광역시
영순초등학교,경상북도
인천불로초등학교,인천광역시
선행초등학교,경기도
송정동초등학교,광주광역시
모항초등학교,충청남도
효천초등학교,경기도
백봉초등학교,경기도
대도초등학교,경상북도
양동초등학교,경기도
개금초등학교,부산광역시
형곡초등학교,경상북도
서울송정초등학교,서울특별시
둔전제일초등학교,경기도
김천서부초등학교,경상북도
청원초등학교,서울특별시
신리초등학교,경기도
인천천마초등학교,인천광역시
광평초등학교,경상북도
황간초등학교,충청북도
서울거원초등학교,서울특별시
탄벌초등학교,경기도
대전법동초등학교,대전광역시
어룡초등학교,경기도
의정부호동초등학교,경기도
현일초등학교,경기도
대운초등학교,경상남도
세월초등학교,경기도
수입초등학교,경기도
인천인수초등학교,인천광역시
학동초등학교,경기도
수리초등학교,경기도
마산초등학교,전라남도
남성초등학교,부산광역시
인천주원초등학교,인천광역시
광교초등학교,경기도
대구범물초등학교,대구광역시
대강초등학교,전북특별자치도
용주초등학교,경상남도
대구송원초등학교,대구광역시
월산초등학교,전라남도
불국사초등학교,경상북도
정천초등학교,경기도
감전초등학교,부산광역시
연일형산초등학교,경상북도
구평남부초등학교,경상북도
북평초등학교,전라남도
한울초등학교,광주광역시
인천목향초등학교,인천광역시
전주평화초등학교,전북특별자치도
인천용일초등학교,인천광역시
인천상정초등학교,인천광역시
장흥서초등학교,전라남도
소천초등학교두음분교장,경상북도
인천청학초등학교,인천광역시
각리초등학교,충청북도
인천일신초등학교,인천광역시
경인교육대학교부설초등학교,인천광역시
대전매봉초등학교,대전광역시
왕곡초등학교,전라남도
안양신기초등학교,경기도
금오초등학교,경기도
인천소래초등학교,인천광역시
포항제철지곡초등학교,경상북도
나주초등학교,전라남도
초계초등학교덕곡분교장,경상남도
현경초등학교,전라남도
삼근초등학교옥방분교장,경상북도
사천초등학교,충청북도
평천초등학교,경상북도
서울숭미초등학교,서울특별시
동대초등학교,울산광역시
인천고잔초등학교,인천광역시
서울신학초등학교,서울특별시
마전초등학교,경기도
옥천초등학교,강원특별자치도
외남초등학교,경상북도
진접초등학교,경기도
남촌초등학교,경기도
녹동초등학교소록도분교장,전라남도
무을초등학교,경상북도
대구부계초등학교,대구광역시
인천연수초등학교,인천광역시
용호초등학교,경기도
인천남동초등학교,인천광역시
대선초등학교,경기도
한일초등학교,인천광역시
유치초등학교,전라남도
청풍초등학교,전라남도
장성초등학교,경상북도
원삼초등학교,경기도
문충초등학교,경상북도
인천선학초등학교,인천광역시
